Traces Entities
17
20
4
6
49
15
57
5
2
110
6
7
29
3
15
7
6
23
3
5
5
9
20
15
6
3
2
7
9
3
2
4
5
5
5
6
15
40
62
2
21
2
7
22
4
3
9
10
6
13
5
12
23
9
45
24
3
5
4
6
5
5
5
3
29
11
6
19
3
18
7
14
1
7
17
4
4
18
5
6
56
13
8
11
2
2
19
3
16
143
25
64
37
20
9
4
4
6
6
2
6
5
20
7
7
5
19
3
72
8
5
5
17
3
7
39
3
4
6
13
6
5
22
5
3
6
24
5
5
6
3
7
3
6
6
10
5
4
7
6
3
18
3
17
6
3
7
18
8
23
4
52
8
7
5
15
9
16
12
46
30
10
3
6
7
7
7
13
15
41
5
11
3
6
5
7
4
9
4
5
5
7
5
21
2
6
4
38
7
25
5
28
4
8
7
10
11
95
10
7
7
5
39
38
2
7
3
3
15
64
7
9
7
2
3
5
7
7
7
3
20
18
2
9
6
7
18
12
3
7
4
16
6
4
15
4
5
3
15
16
23
2
7
35
7
4
8
6
4
7
3
7
9
5
3
2
3
8
22
7
32
4
5
7
7
27
34
3
3
23
8
5
13
3
7
18
6
19
7
7
4
6
4
7
3
9
5
6
1
17
13
7
2
7
9
2
3
19
18
20
5
23
15
10
12
3
2
21
8
2
3
17
5
2
5
5
3
6
3
5
15
9
12
13
5
7
3
3
2
8
5
12
5
7
23
7
5
14
6
9
8
27
13
15
5
16
5
5
19
7
8
10
32
21
2
7
7
5
2
5
7
20
8
3
7
7
139
5
2
14
2
13
3
3
2
19
5
5
14
1
20
13
4
2
14
1
20
9
47
23
2
2
7
7
6
6
4
6
25
5
4
16
5
5
5
7
6
2
3
5
7
45
21
7
2
5
30
20
3
2
7
9
7
6
58
36
14
2
36
7
29
7
4
7
6
9
4
50
4
4
9
8
7
3
2
14
37
6
5
5
9
6
3
7
7
18
37
25
7
82
22
14
105
5
7
4
3
12
18
3
7
14
20
6
7
3
5
2
7
20
8
4
3
37
2
25
3
2
2
3
3
22
9
1
40
8
8
18
5
2
5
17
20
7
17
4
4
5
5
6
32
4
9
60
11
8
9
8
9
3
21
3
4
5
5
5
22
21
5
11
5
1
17
6
3
2
3
7
9
50
4
6
8
13
17
23
14
4
2
20
15
10
7
3
19
8
3
2
33
2
4
17
14
17
10
49
7
21
6
9
4
5
16
2
11
9
2
9
35
9
7
8
4
5
53
5
9
13
1
20
5
23
21
5
2
3
4
23
9
37
5
7
5
10
10
3
4
3
9
7
15
3
6
21
57
51
2
3
5
3
10
40
7
5
4
8
15
4
12
4
8
7
9
20
34
22
6
4
9
10
5
19
7
5
3
38
5
8
3
36
5
2
6
2
2
18
4
4
9
29
27
14
6
19
15
3
6
6
19
5
13
4
2
3
7
4
4
7
5
3
7
22
3
9
27
4
17
20
2
4
2
6
3
7
6
24
5
21
17
7
34
8
2
9
32
10
4
4
6
3
7
2
7
1
6
19
20
45
79
37
5
3
14
3
5
6
9
8
21
6
11
3
2
4
6
5
22
23
19
13
3
3
38
5
11
36
13
20
5
3
8
4
9
6
16
3
53
9
7
16
3
2
22
15
7
7
3
6
2
2
15
9
9
33
5
2
5
5
3
17
36
7
3
2
8
28
3
6
3
6
5
5
51
7
2
7
7
3
8
9
7
5
7
5
5
6
18
2
12
5
56
8
6
18
35
5
8
20
9
6
10
5
43
2
17
3
2
6
5
4
7
2
42
2
2
4
20
6
3
7
5
2
15
9
12
14
5
3
3
20
10
3
14
152
21
10
5
7
6
6
36
18
7
17
5
6
7
2
6
5
150
7
1
7
3
5
8
7
35
8
7
9
3
5
8
3
5
20
7
5
21
4
4
4
7
13
7
3
3
32
8
13
2
151
6
2
15
7
5
6
3
29
20
7
7
4
2
5
119
12
5
2
16
4
7
6
34
15
3
12
7
5
5
55
11
5
3
3
7
5
21
7
5
11
6
4
8
44
5
7
3
7
15
36
30
10
8
5
30
4
37
7
7
13
3
5
6
9
6
5
6
9
3
3
17
5
8
9
23
4
20
2
4
2
7
7
35
2
16
16
8
25
19
7
2
2
10
18
3
7
4
3
14
18
8
3
5
15
8
7
27
7
13
11
26
6
17
46
17
3
7
7
17
3
6
4
8
13
9
7
2
3
2
13
46
2
3
5
6
5
7
6
6
7
24
4
4
3
5
4
7
13
6
5
13
5
5
6
5
6
7
13
4
4
14
5
7
3
5
23
41
6
13
22
3
17
9
10
5
2
5
19
2
19
2
6
35
7
7
7
3
20
6
8
54
3
6
4
7
5
7
19
5
17
5
7
31
5
17
7
26
2
5
6
14
11
31
7
6
6
5
10
41
5
3
14
7
5
2
5
4
3
8
25
8
13
8
2
4
5
7
5
19
16
6
4
15
9
20
3
5
4
5
19
12
4
5
19
6
7
8
6
1
2
2
8
13
5
6
13
20
19
7
7
13
2
4
31
5
5
19
20
19
5
5
6
6
6
17
7
5
32
3
17
5
7
7
21
7
3
4
3
38
6
5
5
13
4
2
3
17
2
4
3
34
4
18
50
7
7
66
7
20
133
7
14
8
8
11
3
13
37
16
3
7
15
6
6
6
7
5
5
21
16
3
7
12
36
7
24
6
3
11
5
32
3
7
27
1
36
23
4
35
8
9
7
5
14
20
3
9
5
4
9
14
2
4
8
17
5
1
30
3
3
1
6
3
36
15
18
16
5
20
4
8
6
14
7
3
12
9
18
10
21
7
38
9
7
9
4
6
6
4
5
32
9
5
6
9
7
15
17
5
3
4
25
24
4
3
3
3
3
2
5
3
7
5
4
3
5
16
5
23
9
6
2
3
5
7
22
4
12
4
3
7
2
7
7
41
7
4
48
7
11
2
6
4
54
7
5
5
10
4
7
14
21
4
6
7
61
5
31
7
3
5
2
3
18
65
9
35
16
2
6
5
9
4
8
4
2
7
18
3
18
4
26
6
18
7
6
5
11
3
8
13
7
14
7
7
5
7
9
3
7
7
27
13
3
7
8
38
4
4
15
7
2
7
2
13
9
3
20
5
5
22
13
7
12
3
9
2
5
16
2
2
50
6
20
7
20
3
5
7
16
3
23
7
21
3
5
3
3
2
7
36
15
5
7
6
16
10
16
2
19
7
57
4
7
6
20
7
7
6
9
7
3
15
51
2
18
3
6
6
119
25
5
14
2
6
37
7
19
6
73
6
18
9
10
5
8
4
3
5
7
5
6
2
26
5
5
4
17
5
8
5
3
3
9
25
7
20
5
9
3
5
6
3
16
13
5
39
14
7
14
5
3
3
10
3
3
22
5
7
6
19
7
5
4
4
19
6
3
3
31
6
7
4
7
18
6
4
7
2
8
5
18
3
4
2
14
5
10
2
9
20
15
9
4
14
5
9
3
50
10
21
14
7
1
7
18
1
6
7
3
3
11
2
6
6
4
7
7
4
7
12
22
7
11
13
2
9
18
7
2
2
6
5
5
3
8
15
5
5
5
9
5
9
2
3
38
5
2
4
3
3
19
4
19
4
34
3
23
5
7
5
19
7
6
6
35
7
6
14
20
3
38
5
15
7
19
6
7
21
25
19
25
5
10
4
7
44
6
17
6
9
6
10
3
3
3
11
5
4
4
3
15
17
11
12
7
22
4
20
35
19
3
14
3
5
8
12
5
7
6
5
6
2
7
17
8
6
19
5
12
7
22
20
3
12
7
18
15
15
3
5
13
7
5
4
7
3
6
5
19
4
19
6
15
6
1
6
13
20
6
45
17
3
9
7
20
16
3
3
7
2
6
5
3
7
3
5
17
7
11
7
16
3
3
4
14
3
16
6
7
10
8
2
7
2
18
16
2
3
38
11
17
7
7
11
2
30
19
3
4
56
5
7
29
3
8
18
2
9
15
19
5
7
9
9
47
9
5
7
15
3
4
55
3
2
7
6
6
12
8
3
170
2
8
7
14
15
3
12
3
5
5
2
32
23
27
7
4
19
5
5
35
8
14
5
2
18
20
47
3
14
5
2
2
7
35
3
4
9
95
5
6
7
9
5
17
10
7
185
7
30
19
5
17
21
13
4
67
4
5
12
16
7
7
7
4
5
7
9
5
17
7
11
9
6
6
34
6
14
3
58
19
18
3
3
18
9
5
5
24
7
7
4
33
3
4
3
6
3
5
17
10
51
14
5
22
14
3
15
3
3
1
9
20
13
7
3
50
43
5
3
7
7
11
4
14
4
7
5
9
4
28
2
5
4
7
23
5
3
3
20
3
13
2
7
3
5
12
1
4
5
4
16
8
5
5
5
7
3
6
7
5
7
5
4
7
7
7
3
9
8
7
6
16
6
2
7
5
2
3
58
15
6
13
15
5
7
3
3
13
6
7
13
3
21
5
7
6
3
7
9
12
3
3
9
2
17
6
14
3
26
5
6
3
3
1
4
5
7
5
7
2
3
3
3
13
3
7
5
3
3
5
4
5
3
7
6
3
19
3
17
6
15
3
21
10
8
4
4
16
7
16
3
7
3
27
4
3
48
4
3
9
16
4
2
47
5
7
4
215
4
4
7
3
5
32
3
35
2
5
24
7
3
4
2
3
5
23
6
31
13
5
3
27
7
15
7
21
2
7
46
7
3
5
18
8
22
23
6
3
2
5
7
7
4
5
5
4
17
5
9
5
14
7
21
21
13
15
29
6
18
6
4
37
6
3
52
3
15
16
4
27
6
13
4
7
3
15
8
12
37
9
3
27
2
27
5
6
7
6
37
25
14
1
18
20
14
5
7
7
7
7
10
6
6
17
7
5
2
51
13
28
4
5
6
5
7
33
9
15
17
7
5
7
3
36
17
4
8
13
16
2
4
3
10
9
7
5
6
2
3
9
17
14
17
3
5
20
6
6
6
7
6
4
19
6
19
7
117
6
7
10
23
3
10
2
5
19
21
20
8
5
45
2
7
7
4
3
6
3
122
7
7
4
21
3
6
4
7
2
4
2
6
13
4
6
31
8
32
5
17
7
14
36
3
5
3
6
11
7
6
9
7
7
3
19
2
13
13
2
5
7
27
120
26
8
37
9
7
2
3
79
7
2
6
2
9
5
16
9
4
7
4
2
5
6
7
17
68
7
13
2
14
3
8
2
9
11
18
7
5
42
51
23
9
55
7
9
7
2
16
6
16
5
7
12
31
6
8
18
3
7
199
22
2
3
4
6
3
8
2
3
14
5
11
14
2
21
22
11
7
4
13
8
5
6
5
8
5
7
17
5
5
41
15
7
23
3
3
13
27
37
7
7
5
6
29
2
8
16
6
18
3
3
3
3
6
2
3
9
2
6
18
16
3
3
19
6
3
3
6
4
17
17
7
14
6
5
15
5
2
7
5
3
3
26
2
4
12
25
36
40
3
5
5
3
5
3
5
30
20
7
7
3
13
35
1
17
9
5
3
34
4
7
3
14
12
5
7
7
10
3
10
11
11
1
6
7
7
7
19
5
5
6
3
12
9
34
22
12
6
7
8
3
38
7
2
7
14
11
7
12
5
47
2
3
27
5
7
21
6
7
16
3
13
6
56
9
37
2
2
4
7
9
2
5
6
2
4
6
3
46
7
27
5
7
20
6
3
15
7
6
3
9
5
9
4
4
17
6
2
4
6
7
21
5
3
4
20
16
2
3
7
17
8
22
4
21
4
5
5
24
20
6
3
124
16
7
1
7
4
5
6
12
5
12
25
6
5
6
4
6
4
7
7
10
5
11
5
3
7
5
63
5
23
15
7
7
6
7
8
35
8
2
40
33
3
4
8
11
14
14
5
4
3
18
3
3
4
17
5
6
23
5
15
7
3
2
5
6
3
4
2
32
6
5
19
4
114
9
11
9
7
6
6
5
8
5
17
9
34
11
7
3
5
10
3
6
8
15
4
36
9
15
6
6
6
54
4
4
37
10
14
4
5
4
8
4
5
3
9
5
8
7
3
24
13
4
5
3
7
5
15
15
3
10
7
35
7
13
16
6
3
6
6
7
4
5
1
5
3
8
4
11
19
5
20
3
8
11
2
5
5
17
4
3
6
5
39
6
8
28
2
2
2
1
5
17
2
6
5
5
214
6
3
4
17
5
7
5
19
7
2
58
52
4
8
5
20
7
7
2
22
37
4
3
5
2
9
5
22
7
7
34
22
3
5
4
23
38
3
7
7
17
8
30
6
9
4
5
23
20
3
14
15
6
22
7
13
35
6
7
39
2
18
7
1
7
7
26
3
22
3
3
1
8
7
68
13
19
5
8
2
9
3
1
44
8
7
2
10
4
5
2
6
4
4
20
17
40
4
3
3
4
4
4
5
2
5
5
2
4
8
9
8
2
2
8
2
10
3
5
5
7
3
20
18
5
7
3
1
3
7
7
14
14
7
3
2
5
10
8
8
7
7
15
7
40
2
4
16
15
17
5
13
4
5
5
5
5
9
3
4
3
5
7
3
15
7
5
7
8
5
7
40
16
40
44
14
7
17
4
12
5
3
7
3
3
26
14
5
5
7
14
36
3
7
41
7
6
3
20
6
7
5
23
44
6
7
17
21
11
7
16
5
7
5
4
7
7
3
4
34
4
18
3
5
8
6
6
3
8
7
6
15
31
4
6
7
12
5
17
3
14
13
7
37
5
5
7
57
2
14
25
21
15
7
7
28
20
7
7
3
3
3
7
32
6
4
2
3
3
15
32
8
4
5
5
16
3
2
4
5
7
4
6
3
18
2
28
37
12
99
5
2
23
2
6
2
5
16
8
2
2
15
22
5
9
11
10
5
14
13
9
3
167
32
3
46
3
7
5
5
8
3
4
5
33
2
4
7
52
37
10
27
5
14
7
3
2
60
10
7
27
11
7
14
7
3
7
15
7
19
7
2
36
3
17
28
3
10
7
5
7
31
8
33
5
6
7
18
6
3
6
7
153
17
13
20
16
34
3
7
27
33
6
6
36
4
2
4
5
2
5
3
9
3
6
2
5
3
6
9
6
30
6
18
4
5
4
4
2
5
13
18
7
12
12
5
19
8
7
2
6
6
62
3
30
5
7
8
2
8
5
20
3
9
4
7
3
7
8
3
50
7
7
7
8
5
7
14
4
6
7
19
2
3
7
7
7
24
6
4
7
7
4
21
11
4
12
5
4
5
4
5
26
5
14
42
14
17
3
1
6
17
21
5
6
5
3
2
9
7
19
19
3
44
3
6
7
24
13
20
14
5
33
1
5
22
17
13
19
14
3
15
4
7
5
7
6
15
8
6
7
9
6
8
3
11
6
10
3
11
19
3
2
2
3
5
18
49
3
5
7
5
14
14
19
14
5
7
18
6
7
3
7
5
6
5
10
19
4
7
23
7
3
3
2
117
22
3
2
5
2
5
5
3
3
37
6
21
7
4
5
4
63
21
14
12
6
5
2
13
6
15
48
6
7
9
15
6
19
7
6
16
35
27
15
7
4
5
4
7
5
38
4
5
23
14
2
26
3
10
5
5
3
68
9
17
4
15
2
9
3
20
7
6
10
5
5
2
2
3
2
1
16
1
2
13
4
5
2
38
10
3
7
6
3
5
8
2
5
45
37
6
16
2
4
3
30
1
5
33
9
7
5
17
8
6
7
2
16
3
9
33
7
6
5
7
17
21
2
9
7
5
7
7
4
49
31
5
3
3
4
9
36
21
20
12
3
6
6
3
4
11
42
6
15
2
6
7
3
21
2
2
3
7
31
4
60
7
8
6
13
11
9
26
16
2
9
4
5
2
3
16
7
5
34
8
26
6
4
17
12
13
3
14
6
8
4
9
2
3
3
5
14
5
6
11
7
6
20
9
3
39
2
7
9
3
3
6
17
20
22
6
5
30
1
5
5
5
24
2
6
4
19
39
5
9
4
7
3
6
52
11
2
7
5
3
3
16
6
7
6
20
8
3
1
2
8
8
38
19
25
7
4
4
15
3
5
5
7
6
26
6
18
6
5
5
20
4
7
11
21
5
3
16
3
11
6
7
9
42
5
4
23
19
9
4
45
8
5
8
37
7
6
6
3
9
3
14
3
13
7
8
6
7
7
27
2
3
3
4
13
19
22
7
5
22
5
17
5
9
4
10
2
3
2
7
17
6
2
6
2
7
6
5
3
3
32
34
56
8
5
38
7
20
5
21
3
3
18
45
34
6
23
9
6
5
69
7
17
6
6
8
3
13
4
16
18
17
21
9
4
11
5
4
7
9
11
9
8
6
4
16
28
6
43
5
10
8
62
7
33
17
12
6
7
5
2
7
32
5
7
5
10
35
5
20
5
3
5
4
4
15
8
5
8
3
9
7
3
4
7
9
8
6
14
11
7
6
33
58
44
65
2
2
4
3
3
18
17
4
7
3
3
3
7
5
20
9
13
39
30
3
8
8
17
8
18
43
5
2
18
32
7
11
4
1
9
3
6
6
4
7
3
6
3
5
8
4
3
5
11
7
7
13
17
7
7
2
3
5
9
2
2
6
6
8
9
2
7
18
12
15
7
24
5
7
5
6
14
7
2
4
7
7
15
5
7
4
7
7
7
8
7
3
4
9
7
4
7
4
24
7
7
3
4
19
11
20
5
7
13
7
7
5
6
5
2
40
6
2
13
50
4
7
3
2
17
6
9
8
6
6
5
29
20
3
7
5
5
51
8
5
9
13
57
6
7
13
30
97
3
8
7
60
4
11
22
4
3
18
3
7
18
3
30
16
7
6
37
33
8
16
3
5
8
3
6
3
33
5
4
7
7
5
9
7
14
3
3
21
33
2
7
18
2
20
8
20
7
3
7
8
35
5
15
7
4
9
3
5
16
8
4
3
6
20
16
7
4
5
3
55
3
9
4
5
2
17
23
7
61
17
6
18
6
6
16
13
10
5
20
3
5
8
62
6
3
5
12
2
3
5
17
2
17
7
2
3
5
28
16
3
13
6
9
4
21
4
6
3
17
18
13
15
3
5
6
5
5
3
6
5
15
6
42
5
7
148
7
8
4
20
6
62
14
28
23
7
7
7
5
5
7
5
4
5
18
17
2
40
14
20
2
35
20
20
22
3
13
6
16
57
17
3
1
7
5
12
4
14
5
4
7
13
6
5
15
3
7
46
8
30
37
20
8
3
9
3
4
5
3
3
7
13
8
7
6
5
1
2
34
3
4
13
7
17
3
22
14
18
43
38
18
144
37
40
7
8
46
6
2
9
2
121
9
7
7
7
5
2
17
48
2
20
3
7
5
7
9
5
41
25
2
18
3
2
5
4
20
7
17
4
18
6
17
21
6
2
7
4
7
4
11
24
9
7
6
15
8
10
4
35
18
5
7
7
21
7
13
59
20
5
13
9
28
3
13
2
7
9
28
20
8
4
5
3
6
5
14
5
5
4
7
17
8
2
35
5
5
7
17
7
7
3
4
5
2
16
21
135
12
7
5
16
5
3
7
6
7
48
3
22
5
6
30
9
2
33
4
15
3
15
7
24
2
2
1
2
18
23
13
7
37
7
14
27
28
43
3
12
19
8
55
16
7
6
4
3
7
5
50
9
21
16
3
35
3
53
4
7
7
4
4
8
4
2
9
6
18
8
8
15
16
5
7
5
36
7
4
7
4
2
6
3
1
18
1
4
8
7
5
2
15
32
15
4
16
12
6
17
14
6
17
2
5
7
3
7
6
4
14
5
2
2
3
17
8
34
4
5
2
14
6
17
11
7
7
14
23
37
4
6
17
55
3
17
3
2
5
25
40
7
7
4
4
7
3
1
11
3
2
5
54
3
5
8
2
5
6
8
6
23
25
7
160
9
2
16
4
5
6
6
2
3
13
3
2
1
2
15
3
19
20
4
7
7
7
5
5
18
7
5
3
6
23
3
9
5
16
7
5
11
6
15
7
4
1
8
2
65
4
6
16
3
4
5
5
9
5
4
6
37
5
5
3
3
3
6
3
32
21
7
6
2
10
20
5
2
9
7
6
6
6
5
36
3
7
23
18
5
7
7
16
4
5
7
5
21
3
17
11
5
4
5
3
5
21
17
6
10
29
22
9
7
3
3
7
6
12
3
3
5
15
7
7
22
23
3
16
3
1
7
2
27
3
6
4
3
9
39
40
7
4
2
98
6
7
6
9
30
4
2
5
5
8
3
13
7
3
19
7
5
7
6
2
19
10
24
5
9
4
38
9
3
5
5
43
4
28
14
15
32
21
7
17
2
3
4
12
6
5
6
4
4
2
10
14
3
17
2
3
42
22
34
13
3
2
4
15
8
8
17
7
2
7
3
7
1
6
2
9
6
8
8
85
5
2
7
21
3
3
14
2
4
5
16
21
19
2
15
3
24
7
3
5
2
7
7
4
3
7
7
5
9
20
14
7
21
5
5
4
15
7
9
3
2
4
5
8
2
7
3
4
8
5
3
40
4
12
5
8
20
4
6
132
5
2
5
44
4
2
19
4
5
5
2
37
1
7
6
9
7
2
20
2
2
18
5
4
2
6
8
7
9
7
2
10
3
6
3
7
6
2
32
6
7
5
4
9
3
22
3
2
7
3
7
7
7
129
6
5
6
3
9
7
21
5
8
11
7
5
4
21
13
5
5
3
7
4
3
5
4
6
18
18
13
13
5
6
16
5
6
30
1
30
17
5
4
4
7
17
6
5
3
36
5
5
12
9
6
7
5
22
3
3
7
6
7
5
7
6
9
17
4
5
16
2
8
9
131
4
2
10
9
46
9
43
5
3
4
6
2
5
2
20
7
6
2
3
3
36
2
9
43
40
7
4
3
21
4
16
27
2
3
8
17
30
6
5
31
4
5
11
2
5
3
8
33
3
28
5
3
5
3
20
14
6
14
7
10
9
2
13
5
7
3
7
3
19
7
25
7
56
3
36
20
7
21
10
16
3
6
37
5
3
5
5
11
24
20
24
20
4
3
7
6
2
7
5
6
5
7
15
3
5
26
3
24
23
2
7
35
18
7
6
14
6
2
16
4
5
7
7
3
59
5
47
9
5
6
5
2
3
8
5
3
7
7
9
8
16
11
5
21
5
15
4
7
9
5
14
35
17
11
11
9
3
23
17
10
7
10
28
14
12
7
3
7
5
5
13
18
2
7
52
13
22
4
8
2
36
5
7
14
20
3
10
7
6
74
3
20
7
3
3
7
3
9
3
5
4
3
11
6
3
7
6
24
5
34
6
37
3
2
11
6
7
11
12
3
9
5
9
7
5
3
2
5
22
17
3
7
74
2
31
7
30
6
5
13
68
5
3
6
15
20
7
13
11
13
26
7
7
7
6
27
8
6
9
15
6
3
7
7
9
2
5
7
20
19
12
7
12
17
9
7
2
4
3
36
7
14
7
3
57
5
5
5
3
3
7
18
7
6
7
3
40
4
13
9
16
4
3
3
6
2
6
13
12
15
6
6
7
7
16
4
34
2
4
15
3
13
3
13
5
9
6
3
7
2
2
11
17
13
14
7
5
10
29
6
5
16
7
13
7
11
10
9
5
5
13
3
3
4
2
4
4
2
5
89
7
5
7
33
6
18
7
6
12
6
17
18
8
6
7
6
32
26
2
7
3
4
7
5
9
7
7
5
3
5
28
6
31
4
6
12
5
28
3
13
23
9
7
19
20
2
3
12
5
2
7
5
34
39
56
3
12
36
2
7
4
5
7
32
7
6
17
6
3
17
7
48
20
7
20
5
6
3
6
6
38
3
6
19
2
5
6
12
15
39
5
8
8
5
2
18
19
6
19
2
27
16
6
17
12
6
18
2
3
5
7
5
26
2
38
4
4
6
9
32
2
2
11
8
24
5
6
3
8
9
19
145
6
13
7
7
3
8
7
28
10
4
3
6
5
59
9
2
16
28
14
37
4
12
18
27
6
12
7
2
6
15
13
7
9
2
6
8
4
7
9
27
4
6
13
39
4
5
7
40
23
22
7
8
2
171
14
7
12
4
10
3
38
2
6
50
5
3
2
6
10
7
7
5
5
10
16
20
5
7
21
6
2
6
9
8
19
62
2
52
13
20
10
2
7
4
5
6
6
7
17
6
11
5
3
7
3
6
14
22
15
8
5
4
7
19
2
80
26
20
26
7
4
19
6
5
23
3
7
20
17
30
7
9
39
17
5
27
7
4
7
2
18
49
2
15
7
20
3
6
43
3
13
3
13
1
6
6
9
7
7
25
2
4
8
7
81
2
3
3
5
23
8
7
5
20
3
18
5
10
4
3
7
2
3
6
17
36
2
7
40
6
2
2
7
8
4
7
6
30
7
9
4
7
21
21
7
5
13
49
3
2
7
43
5
4
19
3
18
5
8
37
7
5
9
4
5
7
3
2
2
7
12
21
7
3
5
13
9
8
2
2
14
7
27
7
5
7
47
4
9
2
11
5
5
5
32
5
8
4
7
5
5
5
7
7
7
25
8
5
3
7
7
3
139
6
2
6
7
5
9
2
2
3
2
61
8
2
4
3
2
2
3
5
5
8
33
2
3
9
3
6
1
43
5
10
7
3
6
43
8
26
19
5
48
25
19
11
17
13
4
5
6
12
7
9
6
15
17
10
12
5
5
3
24
6
11
4
7
22
11
3
6
4
5
4
21
4
12
6
9
20
2
8
3
8
16
14
40
2
17
16
2
4
3
4
22
41
13
5
18
6
9
8
7
5
10
42
18
10
2
5
7
7
7
3
18
14
3
7
7
7
6
7
39
6
5
38
3
4
6
8
3
24
3
14
4
7
2
6
12
2
5
4
7
7
3
2
9
2
8
29
7
8
3
3
7
7
2
18
5
6
7
36
7
29
5
4
5
47
3
5
7
7
6
32
16
2
5
6
27
12
18
9
4
14
3
10
26
6
28
2
31
15
13
5
7
7
3
2
3
11
5
6
2
3
7
1
6
17
5
32
1
9
18
2
3
33
16
19
5
3
25
3
2
4
2
7
2
7
9
27
9
3
4
9
18
2
8
9
13
28
7
11
3
18
6
18
5
33
7
17
17
3
2
2
2
3
1
40
6
3
4
4
10
26
10
51
6
3
6
6
15
3
10
3
7
7
5
23
7
7
9
7
20
17
7
31
24
10
54
7
5
3
9
7
16
3
4
7
3
9
16
13
20
60
3
8
6
3
5
19
29
23
57
17
4
7
22
3
5
9
5
4
27
30
6
17
3
3
6
13
2
10
11
19
2
7
2
18
9
20
4
21
6
7
7
10
16
4
27
7
20
5
32
29
1
6
7
5
28
8
5
8
75
16
5
2
3
19
14
5
2
10
3
2
6
20
4
2
37
48
37
18
18
105
5
36
4
4
4
8
4
4
2
6
7
7
21
36
16
3
7
5
2
7
3
5
7
11
3
20
2
6
3
3
4
8
6
9
5
15
3
5
12
16
6
12
6
1
32
7
6
10
37
7
7
21
6
31
3
3
7
3
7
7
25
14
22
6
7
8
20
18
7
38
3
3
12
5
42
2
13
15
5
5
5
20
75
2
22
7
5
4
3
6
3
3
18
17
5
6
18
10
19
7
5
21
16
5
20
7
13
9
33
1
18
4
6
39
5
9
2
7
33
24
4
13
4
16
11
19
37
21
9
2
4
3
23
3
4
15
28
5
3
43
28
6
5
7
8
5
11
5
42
26
21
7
6
9
57
6
20
4
2
6
26
9
5
4
1
46
3
3
6
6
35
39
6
4
9
7
2
6
8
6
3
17
2
8
5
16
2
20
5
16
3
7
16
4
24
9
7
7
4
21
2
9
3
29
4
5
3
5
14
7
7
12
6
56
18
6
6
33
36
9
10
12
13
3
1
17
4
25
27
7
4
5
6
7
2
5
15
7
7
6
8
3
6
5
83
7
7
7
7
5
22
7
6
5
6
6
3
32
5
7
4
3
7
3
12
8
1
4
1
4
3
8
4
3
7
2
7
152
3
8
16
13
12
17
7
7
3
5
2
38
24
14
3
20
25
11
17
10
3
7
26
6
5
8
20
16
8
3
4
36
