Traces Calls
206
58
3
75
7
57
10
4
10
12
10
4
201
5
4
14
8
10
4
2
229
117
7
7
8
17
9
4
10
8
331
90
74
11
165
80
91
574
10
10
3
4
105
30
4
12
184
35
8
10
3
5
2
10
67
10
5
4
197
1
109
3
6
2
4
8
36
14
1
118
8
8
100
8
2
12
30
56
10
28
5
4
7
8
26
148
2
17
229
22
10
14
9
14
4
62
3
6
10
7
6
32
402
6
14
6
1
143
28
4
2
3
10
39
178
3
7
16
33
29
74
84
4
2
51
28
69
10
4
32
13
3
2
66
2
5
391
110
59
32
531
11
40
16
11
2
8
94
2
27
15
2
21
129
19
10
9
4
7
226
6
27
27
1
36
6
264
82
8
2
4
7
56
14
128
13
7
5
38
17
3
5
3
14
10
20
4
9
848
675
97
2
3
13
4
19
175
10
6
4
13
28
5
16
5
13
10
14
191
126
42
6
5
14
19
13
40
10
12
4
164
12
13
3
136
6
2
7
2
2
81
5
6
14
165
72
215
10
30
77
3
7
7
36
12
19
6
1
3
10
5
6
10
8
3
10
38
4
14
53
5
25
37
2
4
2
7
4
10
15
140
7
262
30
8
101
10
2
14
98
35
8
5
11
4
10
2
10
1
23
36
36
188
488
137
6
4
408
3
7
57
14
13
43
9
17
2
2
4
7
8
46
50
41
68
3
3
166
6
21
169
31
33
5
4
13
4
11
7
46
4
194
16
10
63
2
2
41
58
8
9
3
7
1
2
55
12
13
575
7
2
8
10
4
78
114
10
3
2
10
163
3
11
4
7
6
5
220
10
2
7
10
4
13
68
10
6
10
6
7
7
99
2
53
8
245
12
16
28
698
10
33
29
14
7
62
8
163
2
70
3
2
8
12
4
10
2
204
2
2
5
103
8
3
8
12
2
74
14
20
118
8
4
2
32
72
3
48
445
37
26
6
9
9
19
650
25
10
94
6
19
8
2
11
9
519
10
1
10
3
8
34
10
100
27
10
14
4
6
8
4
8
470
11
6
200
11
5
4
8
16
8
2
7
85
11
17
3
594
9
2
32
9
6
9
3
80
44
21
10
6
2
6
277
48
17
2
89
5
10
7
99
55
3
427
10
7
7
228
71
7
2
3
12
7
33
7
6
17
28
4
8
236
6
7
3
9
26
137
78
15
12
7
97
4
96
10
13
25
3
6
7
14
7
7
7
14
3
4
34
8
13
12
50
5
108
3
5
2
10
10
97
2
26
55
10
330
123
7
2
2
24
72
3
10
6
3
29
28
14
3
6
36
50
10
106
7
39
21
81
7
86
177
78
3
9
10
38
4
8
5
13
93
14
11
1
3
2
33
155
4
3
6
14
37
23
15
9
14
956
3
3
3
9
5
9
25
7
10
343
8
5
9
11
7
10
56
6
8
55
5
11
3
5
51
377
8
120
52
4
60
14
12
6
2
5
40
2
35
2
7
99
10
7
10
3
59
16
33
152
4
16
2
9
8
15
35
8
48
7
10
55
12
39
16
38
2
11
11
35
18
84
8
7
7
7
22
158
15
4
29
10
8
2
6
4
3
8
74
9
41
8
1
8
7
10
6
55
77
7
5
74
89
37
4
6
6
8
42
16
8
26
152
16
10
8
18
1
2
2
8
23
16
7
48
83
76
10
10
22
2
5
161
5
10
104
38
95
7
7
9
7
7
31
8
6
74
3
84
7
7
10
95
10
3
3
3
170
9
5
7
28
3
2
4
31
2
5
2
129
11
34
608
10
8
280
10
47
375
10
22
12
8
15
3
72
105
57
3
10
81
7
16
8
10
8
6
57
54
3
10
43
108
10
112
15
3
51
6
109
4
8
108
1
107
51
3
92
10
14
10
5
36
32
3
14
8
4
14
86
1
5
13
105
7
1
145
3
4
1
36
3
188
23
28
109
5
453
5
13
7
59
12
4
117
15
29
13
63
8
182
14
13
14
2
46
9
3
12
145
14
11
20
14
10
27
144
7
3
5
157
48
8
3
9
2
4
2
7
2
10
7
5
4
8
74
5
58
8
7
2
4
8
8
54
5
37
8
3
10
2
10
10
170
10
6
185
8
322
2
16
10
210
10
10
20
49
8
10
21
39
3
16
10
630
6
143
10
3
6
3
4
520
232
14
143
25
2
9
7
14
4
10
5
2
10
48
2
63
8
84
9
92
10
7
8
18
3
8
78
10
22
10
9
5
7
14
3
10
14
172
61
4
11
13
87
4
5
42
10
2
8
2
19
27
3
31
6
6
41
116
16
74
2
12
2
10
62
2
2
568
7
72
10
42
3
10
18
65
4
70
8
63
2
7
3
3
2
7
148
62
8
10
16
164
20
30
1
34
10
210
6
9
12
47
11
10
7
12
10
4
63
226
2
62
3
7
8
678
117
5
60
5
9
138
6
60
7
220
6
48
14
17
7
19
11
4
6
9
10
7
2
70
7
6
5
61
7
13
7
4
4
14
69
7
71
10
19
3
7
7
3
27
60
6
111
56
10
22
8
4
8
65
3
3
46
12
10
9
42
10
7
3
8
35
7
3
4
105
7
10
5
7
31
10
8
7
2
13
8
82
4
5
2
21
6
12
2
21
88
88
14
4
23
7
14
3
182
10
44
19
10
1
8
32
1
29
10
2
8
16
2
7
7
4
10
10
4
15
20
50
10
47
65
2
11
26
10
2
2
16
8
6
4
13
34
7
6
7
14
10
14
2
3
195
5
2
5
4
3
36
8
36
7
104
4
57
8
10
6
71
10
11
10
98
11
15
148
37
3
144
7
32
10
57
11
10
73
168
71
64
7
25
2
9
174
8
35
10
15
11
24
8
3
4
95
6
6
5
3
37
28
16
25
9
178
8
41
184
34
3
40
3
5
10
15
6
10
10
7
7
2
10
75
11
9
50
6
23
11
35
33
2
18
9
46
22
57
3
10
21
10
6
5
10
4
22
7
34
4
72
7
26
16
1
16
69
69
24
149
25
3
14
10
37
28
3
4
9
2
19
7
2
10
2
6
36
10
23
10
72
4
3
8
66
3
30
7
38
16
8
2
10
2
87
144
2
3
170
22
94
12
10
26
2
102
44
4
5
191
5
9
91
3
13
39
2
10
38
38
14
10
14
14
351
30
6
11
90
4
4
202
4
2
10
7
19
18
9
3
417
2
23
10
29
87
4
16
4
5
22
2
65
57
7931
9
4
35
6
7
155
12
55
6
2
112
38
166
3
96
6
2
2
9
135
3
4
13
215
7
6
7
14
8
30
33
10
861
10
365
81
7
68
49
40
6
230
4
6
14
27
10
10
10
2
10
10
14
6
107
11
74
61
7
16
181
7
67
3
123
54
128
4
3
30
12
14
5
755
6
10
5
103
4
9
4
16
4
6
70
16
783
22
7
451
52
4
146
4
8
1
15
32
24
10
4
211
143
12
4
10
21
53
5
72
3
10
6
45
6
63
2
12
5
72
60
6
3
3
39
2
46
2
10
4
6
58
1
5
6
6
45
12
7
6
10
10
4
16
8
10
8
18
9
10
10
10
3
27
13
8
11
76
16
2
9
8
2
3
217
151
19
377
76
7
10
4
4
25
9
11
59
4
38
7
7
19
3
8
14
23
4
3
12
2
29
13
159
3
164
6
7
3
3
1
3
7
8
8
10
2
3
4
2
28
3
10
7
3
4
6
9
7
3
10
11
4
89
3
85
29
73
3
199
12
8
6
5
28
13
26
3
11
3
57
4
3
226
4
4
14
62
4
2
221
18
10
5
1724
5
8
10
4
7
83
8
98
6
6
77
10
4
5
3
3
9
84
9
95
38
15
4
71
10
60
9
71
2
10
195
10
4
7
59
13
41
90
7
3
2
6
10
10
4
7
10
5
59
5
14
6
31
10
46
188
25
91
85
7
35
7
5
120
10
3
200
3
47
27
4
81
7
39
4
7
9
93
8
15
103
14
4
69
2
142
6
16
10
16
175
60
59
1
103
39
23
11
10
16
10
10
27
8
9
28
10
5
2
214
22
182
5
10
7
6
10
142
14
60
69
10
6
23
2
106
53
9
23
20
87
2
255
4
37
14
7
6
11
2
3
13
59
82
50
4
10
36
8
7
9
10
11
5
42
7
92
8
250
7
10
19
50
3
19
2
6
43
311
42
70
7
112
2
8
9
3
3
8
4
545
8
10
4
37
4
16
5
10
2
8
2
7
51
3
9
66
8
90
6
52
10
59
110
4
6
5
6
22
10
16
14
8
10
3
63
2
17
25
2
6
10
93
279
647
16
204
8
7
2
2
193
10
2
7
2
19
7
87
14
5
8
5
2
18
26
10
23
173
10
142
2
42
3
9
2
14
21
34
10
10
199
178
63
33
215
10
14
7
2
80
8
65
18
10
212
78
8
29
32
4
10
617
73
2
4
3
7
4
12
2
4
64
6
22
2876
2
39
60
20
10
9
59
8
10
13
7
13
14
10
66
9
14
153
51
10
55
4
3
41
106
146
31
10
7
8
133
2
39
42
7
40
3
4
4
4
7
2
3
14
2
15
62
60
4
4
99
16
4
3
7
4
373
91
10
70
22
6
32
6
2
8
7
3
3
125
2
4
80
47
132
172
3
7
10
3
6
3
7
402
74
11
10
4
44
146
1
27
14
6
4
117
4
10
4
26
23
7
10
10
24
3
95
23
18
1
9
10
8
10
39
8
6
9
3
62
14
131
52
16
16
10
8
3
168
9
2
10
16
17
10
68
6
135
2
3
215
6
10
77
7
8
27
2
17
11
258
14
99
2
2
4
10
14
1
13
7
2
6
22
4
212
7
100
5
10
32
16
10
54
10
16
3
14
5
25
3
7
107
7
2
5
10
10
38
5
4
5
84
127
2
3
11
96
16
47
2
72
4
6
6
59
37
15
4
246
29
11
1
10
11
6
7
19
8
54
69
13
8
66
4
88
3
10
10
31
6
14
6
3
10
6
277
6
50
27
10
23
7
10
9
173
13
2
171
113
3
5
12
21
22
27
8
10
3
69
3
4
11
169
6
16
137
8
67
8
3
2
6
16
3
4
2
77
7
8
71
6
311
14
20
14
10
17
8
6
9
6
48
20
105
16
7
3
6
36
4
9
12
150
3
112
14
38
9
7
19
188
5
5
134
69
31
8
6
2
12
4
6
3
14
6
13
7
2
1393
26
4
6
3
7
9
50
23
4
37
10
127
10
82
28
7
4
9
7
10
5
5
1
7
4
10
4
31
74
6
34
4
16
75
2
6
6
32
4
3
16
9
172
10
9
76
2
2
2
1
6
67
2
31
5
5
657
8
3
6
90
10
10
5
33
8
2
214
144
8
15
6
181
7
10
2
47
124
11
3
15
2
12
7
122
8
10
153
68
3
10
3
87
100
4
10
11
71
10
131
14
14
15
6
40
37
4
43
65
7
65
10
49
170
7
9
175
2
43
10
1
10
10
57
3
46
4
4
1
13
10
563
20
30
7
11
2
15
3
1
208
13
10
2
16
4
6
2
7
4
5
58
146
199
9
3
4
6
4
4
10
2
7
13
2
5
8
14
12
6
2
13
2
16
2
7
13
10
4
46
68
14
11
4
1
4
10
10
75
62
10
3
2
9
17
23
13
104
10
31
10
134
2
22
151
44
34
6
26
4
8
6
8
8
28
4
4
4
6
13
4
55
10
7
9
13
6
8
137
27
123
138
45
10
90
2
307
7
4
11
3
4
84
58
15
7
8
38
119
4
10
176
12
16
4
36
16
9
12
102
197
7
10
195
39
35
10
44
8
9
7
5
7
10
2
4
141
5
87
3
9
8
9
7
3
11
11
24
66
122
5
7
10
200
6
60
4
142
62
10
144
6
6
10
236
2
49
58
35
73
10
10
335
32
10
7
4
2
3
10
156
9
5
2
3
3
64
110
13
5
7
6
44
4
2
18
7
10
6
13
4
330
2
393
116
33
382
7
2
53
2
11
2
7
73
8
2
2
169
40
8
14
21
15
14
54
47
14
3
430
87
3
200
4
10
6
7
14
2
4
8
140
2
8
10
576
206
81
47
13
45
10
3
2
142
31
9
74
25
10
27
10
4
10
89
10
86
10
3
64
3
22
77
4
13
10
6
12
82
8
90
7
9
7
62
6
4
32
11
451
168
83
38
34
103
3
10
102
153
7
7
162
4
1
5
8
2
6
8
14
3
9
2
7
4
38
11
9
42
19
34
5
9
5
5
2
6
17
33
12
30
30
7
71
35
8
3
11
7
149
4
219
12
18
8
2
23
6
99
4
44
3
10
3
10
64
4
172
17
10
28
13
10
10
61
8
6
10
108
2
3
10
12
10
76
7
6
10
7
3
70
55
6
58
5
5
6
8
7
61
6
447
142
55
53
3
1
11
28
42
7
10
12
2
2
14
10
81
31
4
188
3
7
10
159
25
78
57
8
204
1
7
85
50
66
437
468
4
78
4
10
6
8
19
70
8
16
8
14
9
14
3
39
9
35
3
72
34
4
2
2
3
6
29
197
4
7
10
6
43
118
32
44
7
7
29
8
10
3
8
5
7
6
16
78
3
10
51
10
4
4
2
566
91
6
2
7
2
6
5
3
3
143
16
158
8
5
7
4
252
210
24
17
9
18
2
100
7
47
130
16
10
14
25
7
37
10
8
54
96
750
125
8
4
5
3
10
5
123
5
6
81
21
2
115
4
16
8
6
3
181
22
103
4
25
2
13
3
30
11
7
33
10
6
2
2
4
2
1
74
1
2
25
4
12
2
138
13
4
10
16
4
6
13
2
6
92
170
21
74
3
11
3
76
1
7
72
24
8
7
30
17
7
7
5
78
3
20
113
10
16
6
8
188
52
2
11
17
7
8
11
4
190
122
5
4
4
6
15
496
48
49
65
3
7
16
3
5
25
117
8
26
2
7
66
4
38
2
2
3
10
81
4
235
10
13
7
27
21
14
108
68
2
14
2
7
2
3
86
10
7
125
7
75
7
11
29
57
52
4
78
7
9
4
14
2
3
4
6
40
6
7
20
10
16
30
14
13
115
1
10
14
3
2
7
135
80
45
8
15
95
1
7
6
10
132
1
11
8
80
143
6
14
5
10
4
7
193
19
2
10
8
3
3
28
10
8
16
34
13
3
1
1
13
13
296
32
68
10
5
5
56
3
6
8
10
16
72
6
61
9
5
6
85
3
12
21
40
6
3
26
4
22
9
10
14
194
18
5
72
93
14
4
128
36
8
13
182
10
7
7
3
14
3
25
7
17
8
13
7
10
7
86
2
3
3
5
17
68
39
9
6
34
11
29
10
14
5
13
2
4
2
13
34
11
2
22
2
11
10
5
3
3
79
109
248
8
6
183
10
37
8
193
3
4
61
205
139
10
348
14
7
6
1240
8
25
7
16
8
4
68
3
40
181
331
37
14
5
97
16
6
10
14
35
24
11
7
4
59
422
7
603
5
30
21
147
10
78
77
44
7
10
8
2
10
95
7
10
6
20
115
8
120
7
3
6
5
4
32
13
6
10
3
15
10
4
4
10
14
8
7
23
15
7
12
81
224
585
245
2
2
2
3
3
37
424
5
10
3
4
4
10
6
44
14
52
534
113
3
8
10
32
8
29
214
6
2
40
113
8
16
11
1
39
4
9
32
6
10
4
9
3
7
13
4
6
7
20
10
10
38
54
26
10
2
4
6
16
2
2
7
12
13
14
2
10
163
94
62
10
47
6
10
7
7
95
10
2
5
7
10
31
15
10
4
10
10
10
24
10
8
4
14
10
5
10
4
104
10
10
4
5
62
25
562
5
10
25
10
7
6
10
12
2
150
7
2
32
178
4
10
4
2
81
7
14
15
7
16
7
213
179
3
10
7
7
233
33
7
22
35
207
8
9
40
133
400
2
13
13
272
5
35
53
11
4
74
4
10
69
4
150
49
7
9
97
197
25
62
3
7
13
3
14
4
245
10
5
10
9
12
14
10
79
3
4
249
158
2
17
34
2
68
35
47
10
3
10
13
117
9
77
10
5
14
2
13
53
13
3
4
21
32
27
9
5
6
3
247
4
13
3
6
2
27
295
9
775
75
7
68
6
19
66
25
28
13
33
4
6
9
328
13
3
10
32
2
3
5
34
2
66
23
2
4
5
76
95
2
48
6
41
7
84
5
9
4
26
30
23
65
4
13
11
6
7
3
19
10
57
7
164
6
10
523
10
17
2
34
7
241
49
78
99
10
13
10
6
6
10
6
4
7
45
56
2
107
43
78
2
93
36
57
59
3
22
9
55
209
91
4
1
10
6
83
6
22
6
5
10
81
7
10
56
3
10
190
12
499
112
57
29
4
28
3
4
6
2
4
10
25
13
10
7
14
1
2
134
3
5
90
10
36
3
63
73
32
428
125
32
568
212
432
8
28
156
7
2
12
2
268
13
12
55
11
7
5
30
215
2
34
3
16
12
10
12
10
190
126
2
45
3
2
6
4
32
9
24
3
99
7
27
53
16
2
10
8
9
5
21
54
14
10
10
59
9
14
5
126
114
7
9
10
36
10
178
222
58
8
61
14
776
3
20
2
7
14
77
41
13
4
8
3
16
10
63
10
8
4
10
74
13
2
187
6
10
10
97
9
10
2
11
26
2
56
32
323
21
12
7
69
6
3
8
16
10
142
3
62
8
7
201
14
2
131
5
51
4
40
10
47
2
2
1
2
94
54
24
10
95
10
26
109
144
134
13
38
68
16
184
50
10
8
7
4
10
8
184
14
77
60
4
107
4
234
3
12
10
5
5
9
4
2
15
9
69
42
10
65
31
8
8
9
59
10
10
7
8
2
16
4
1
33
1
8
13
10
28
2
82
56
59
7
67
51
16
73
31
7
32
2
7
8
4
9
28
9
19
6
2
2
4
93
8
76
5
10
2
64
31
95
31
8
8
23
48
102
3
19
83
194
3
65
4
2
7
633
155
7
10
5
5
9
3
1
48
4
1
6
119
3
8
16
2
7
11
13
6
80
90
10
509
14
2
71
4
6
11
12
2
3
45
3
2
1
2
38
3
35
62
5
10
16
10
7
10
30
115
6
3
7
302
4
16
6
68
7
12
86
7
38
10
4
1
13
2
271
2
7
108
4
11
6
8
14
7
4
7
122
12
8
2
4
3
7
3
258
41
10
16
2
57
760
10
2
14
10
8
7
7
7
169
4
7
139
46
12
10
10
73
5
12
10
6
33
4
62
31
5
9
12
3
6
48
113
7
23
66
43
14
10
3
4
10
9
88
4
6
8
49
10
10
51
413
3
64
3
1
10
2
66
3
24
6
4
14
139
188
10
3
2
311
9
8
10
14
414
4
2
5
5
8
3
41
9
3
95
10
7
10
7
2
253
16
61
6
14
2
177
16
4
5
6
134
5
90
21
67
77
130
10
34
2
4
5
42
7
6
7
10
6
2
17
23
4
42
2
3
120
130
103
41
3
2
5
86
8
13
33
10
2
10
3
14
1
24
2
14
13
15
9
171
7
2
8
39
4
4
60
1
6
6
80
41
93
2
38
4
42
10
3
12
2
10
8
6
3
10
10
6
14
365
45
10
36
7
6
5
27
10
14
4
2
3
12
13
2
10
4
9
40
7
4
184
6
64
7
8
41
4
16
277
10
2
5
193
9
2
67
11
6
6
2
95
1
10
25
14
10
2
30
2
2
80
6
4
2
7
21
10
14
10
2
17
4
7
4
10
9
2
91
9
10
7
5
14
8
45
4
2
10
3
10
9
10
293
8
12
7
3
14
10
523
6
13
53
38
10
4
35
48
7
8
3
10
4
3
8
4
16
206
41
32
24
7
9
53
12
8
511
1
212
31
12
8
5
36
70
7
6
3
153
10
8
18
45
7
10
6
61
8
4
8
16
10
7
7
9
42
59
5
6
41
2
13
14
260
4
2
17
16
102
20
208
6
3
9
7
2
7
2
37
9
7
2
4
4
117
2
14
198
188
10
2
4
51
5
417
136
3
2
18
100
66
27
15
75
4
6
16
2
6
3
13
114
4
89
7
4
16
4
56
24
8
22
8
37
14
2
24
8
8
3
8
3
71
10
165
10
226
3
142
34
10
86
85
86
4
7
118
9
3
6
6
83
58
51
51
55
6
4
9
7
2
10
7
10
10
10
97
3
6
79
3
74
69
2
19
169
344
10
7
26
7
2
66
6
6
10
10
6
207
8
132
66
12
7
7
2
4
9
6
3
40
20
40
16
60
58
6
102
5
23
4
7
39
6
32
109
34
37
23
14
3
52
24
13
10
33
68
81
16
10
3
7
5
7
18
71
2
10
115
20
55
5
13
2
157
47
10
64
27
3
38
10
8
192
2
57
10
3
4
10
3
14
3
7
6
2
15
6
4
10
8
46
6
96
21
184
2
2
21
8
10
42
105
3
14
13
25
7
6
4
2
6
64
79
4
10
202
2
135
9
99
16
6
25
142
6
4
7
46
32
12
109
21
185
65
11
10
8
11
52
13
7
14
41
16
3
12
10
14
3
8
22
32
55
81
10
85
173
14
10
2
5
3
133
10
57
7
3
196
10
7
7
4
4
10
35
10
9
12
4
174
9
361
14
22
9
4
3
5
2
19
51
59
68
7
8
10
7
52
5
130
2
9
64
3
57
3
49
6
18
9
4
8
1
2
21
24
31
28
17
8
51
78
7
6
104
10
24
10
19
19
17
6
10
93
3
4
11
3
6
8
2
7
238
8
12
10
128
7
77
10
5
18
7
42
45
13
7
12
7
102
73
2
10
4
4
10
8
14
7
8
13
3
6
73
14
71
5
7
19
5
59
3
21
53
14
10
94
91
2
4
45
13
2
10
6
126
149
123
3
35
98
2
17
5
6
16
117
9
7
74
8
4
48
10
238
85
9
35
7
9
3
7
16
136
4
13
114
2
8
11
67
63
519
8
13
10
5
2
35
62
11
88
2
125
28
7
26
274
9
32
2
4
10
10
12
104
2
69
5
4
9
14
152
2
2
17
13
54
6
16
2
43
14
30
327
16
29
10
10
4
13
10
110
82
4
3
9
8
234
15
2
72
96
23
64
9
51
38
494
7
28
10
2
8
82
53
7
14
2
7
13
4
15
14
136
5
7
20
251
3
8
10
170
85
567
10
11
2
540
24
10
39
5
20
3
168
2
7
191
6
3
1
7
19
10
8
6
14
16
67
33
6
9
112
7
2
16
14
7
86
245
2
207
43
40
67
2
10
8
7
9
7
10
81
8
24
8
4
10
4
7
26
173
66
13
6
8
10
119
2
214
544
42
163
10
4
62
19
6
47
3
10
52
31
89
7
10
227
55
7
172
10
5
9
2
36
221
2
24
10
37
4
10
88
3
48
4
100
1
7
9
14
7
10
62
2
4
27
10
215
2
3
3
12
51
16
12
6
33
3
31
6
25
2
3
10
3
3
16
25
176
2
10
179
7
3
2
9
13
4
8
7
110
10
14
5
10
65
51
10
6
40
141
3
2
10
169
6
5
59
3
30
6
8
139
10
10
14
4
12
10
3
2
2
10
26
68
10
3
7
136
13
13
2
2
61
10
78
10
8
10
160
5
14
1
50
10
12
6
302
6
10
10
10
6
6
6
8
10
10
131
11
7
3
6
10
3
344
7
2
6
10
7
20
2
1
4
2
238
13
2
5
4
2
2
4
7
8
9
96
1
3
14
2
9
1
165
13
16
10
8
14
227
21
70
29
7
491
80
57
82
27
16
5
7
7
30
10
46
20
53
122
18
83
7
6
3
106
11
29
5
10
35
75
3
9
4
47
18
40
5
60
7
14
60
3
13
4
13
94
64
214
2
77
32
2
10
4
5
53
182
21
8
32
10
12
8
10
8
16
252
53
22
2
6
9
10
10
3
41
69
3
10
9
10
7
10
137
14
10
154
4
5
11
9
3
85
4
50
4
10
2
8
23
2
6
4
10
9
3
2
10
2
13
72
46
8
3
3
8
9
2
27
10
16
10
96
9
83
8
5
7
168
2
7
9
10
8
124
65
2
8
7
316
53
56
14
5
60
4
115
143
7
114
2
120
103
28
4
10
10
3
2
7
15
6
8
2
3
10
1
9
87
13
102
1
14
59
5
3
98
53
35
10
4
64
3
2
10
1
10
2
10
16
67
14
8
5
13
42
2
14
15
29
111
10
20
3
31
11
77
6
89
10
119
30
4
2
2
2
4
1
71
12
3
4
4
30
88
12
248
7
4
9
9
34
3
16
3
10
9
13
51
8
8
31
11
29
39
10
136
73
92
182
10
12
3
12
10
60
4
4
10
4
16
52
30
38
675
4
13
7
3
7
32
124
47
196
26
4
8
63
3
8
16
12
5
110
84
8
44
4
3
8
22
2
20
80
45
2
10
2
86
14
36
5
116
46
17
10
30
46
4
82
7
42
5
98
95
1
16
10
22
91
12
7
9
197
167
6
2
3
54
55
5
2
22
4
3
7
67
4
2
108
171
158
28
28
600
6
119
5
5
8
8
5
5
1
16
10
10
270
87
431
6
8
6
2
8
3
8
10
74
3
594
2
7
3
3
4
13
7
11
7
58
4
8
18
75
10
25
7
1
95
12
6
66
142
10
10
37
8
527
3
4
10
3
10
9
76
22
51
7
8
8
42
72
9
168
4
4
54
7
225
2
18
66
6
8
7
39
217
2
41
8
15
5
3
38
3
3
257
109
5
7
29
29
88
7
6
42
260
6
66
7
28
21
94
1
31
6
7
164
6
14
2
10
166
100
4
130
5
65
25
100
151
40
32
2
4
4
66
3
4
293
121
7
3
194
58
26
15
10
9
15
46
7
198
158
48
6
7
14
215
7
37
5
2
6
58
14
7
3
1
208
3
3
7
16
196
114
9
5
14
15
2
7
8
16
4
102
2
9
5
43
3
45
6
97
2
10
85
8
77
14
9
9
5
40
2
11
4
56
5
10
4
7
25
10
10
29
22
690
66
16
7
108
154
15
19
179
23
3
1
70
8
47
139
10
3
8
7
10
2
6
29
8
9
7
70
3
16
6
463
10
13
10
8
10
121
10
7
7
7
14
3
249
8
10
4
2
10
4
55
13
1
4
1
4
3
14
16
3
37
2
9
360
4
13
31
52
267
31
31
7
4
10
2
122
58
80
4
30
144
21
101
15
4
10
60
14
15
13
30
30
